booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
101039,33,Customer_33,Group,2022-09-21,Mumbai,None,53,Saffron Heights,Chennai,3,Luxury,150,2024-03-30,2024-04-06,2024-04-06,Standard,2,1,Direct Website,15411.85,0.0,,30823.7,Credit Card,Completed,1.0,2024-04-17
101058,433,Customer_433,Corporate,2023-08-31,Udaipur,Silver,24,Banyan Retreat,Bangalore,2,Budget,40,2024-02-08,2024-04-08,2024-04-08,Standard,3,1,Travel Agent,1925.87,0.0,,5777.61,Credit Card,Completed,7.0,2024-04-17
101093,59,Customer_59,Individual,2023-08-01,Kochi,Platinum,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-05-19,2024-07-18,2024-07-18,Deluxe,1,2,OTA,6911.67,0.0,NONE,13823.34,Debit Card,Completed,4.0,2024-07-30
101094,197,Customer_197,Individual,2023-09-05,Pune,Silver,13,Tusker Palace,Goa,5,Mid-Range,80,2023-12-22,2024-02-20,2024-02-19,Standard,1,2,OTA,6451.06,0.0,NONE,12902.12,Net Banking,Cancelled,,
101208,190,Customer_190,Individual,2023-12-14,Jaipur,None,48,Amber Manor,Chennai,3,Premium,100,2024-02-11,2024-03-22,2024-03-21,Suite,1,4,OTA,13837.16,0.0,,55348.64,Debit Card,Completed,1.0,2024-04-01
101220,54,Customer_54,Group,2023-04-01,Delhi,Silver,7,Royal Orchid,Chennai,4,Budget,80,2024-10-13,2024-10-28,2024-10-28,Deluxe,4,2,Direct Website,3161.39,0.0,NONE,25291.12,UPI,Completed,5.0,2024-11-03
101309,571,Customer_571,Group,2022-10-04,Kochi,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-05-31,2024-06-15,2024-06-14,Deluxe,2,3,Direct Website,6057.0,7033.91,WELCOME,29308.09,Credit Card,Completed,,
101360,518,Customer_518,Individual,2022-07-22,Bangalore,Gold,36,Amber Haven,Bangalore,4,Premium,150,2024-08-06,2024-08-31,2024-08-31,Standard,1,2,OTA,9300.22,0.0,,18600.44,UPI,Cancelled,,
101511,405,Customer_405,Individual,2022-11-08,Manali,Gold,34,Velvet Palace,Pune,2,Premium,150,2024-04-24,2024-05-09,2024-05-08,Standard,1,3,OTA,7679.17,0.0,,23037.51,Credit Card,No-Show,,
101512,146,Customer_146,Group,2022-11-16,Delhi,Platinum,16,Banyan Residency,Delhi,3,Budget,60,2024-02-25,2024-04-25,2024-04-24,Deluxe,4,2,OTA,3217.52,0.0,,25740.16,Net Banking,Completed,5.0,2024-05-14
101545,163,Customer_163,Individual,2022-04-19,Mumbai,None,52,Crimson Manor,Pune,4,Budget,40,2024-05-17,2024-06-11,2024-06-11,Standard,1,1,Travel Agent,1962.54,330.95,FEST15,1631.59,Credit Card,Completed,4.0,2024-06-16
101599,129,Customer_129,Corporate,2022-01-29,Pune,Silver,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-01-12,2024-01-27,2024-01-27,Standard,1,1,Corporate Portal,4422.04,0.0,NONE,4422.04,Credit Card,Completed,8.0,2024-01-30
101639,607,Customer_607,Individual,2023-09-30,Manali,None,37,Olive Lodge,Udaipur,3,Budget,40,2024-10-27,2024-11-11,2024-11-10,Standard,1,4,OTA,2927.58,0.0,NONE,11710.32,Net Banking,Cancelled,,
101718,515,Customer_515,Individual,2022-11-20,Manali,None,53,Saffron Heights,Chennai,3,Luxury,150,2024-01-23,2024-04-22,2024-04-21,Deluxe,1,5,OTA,17622.18,21870.19,FEST15,66240.71,UPI,Completed,4.0,2024-05-07
101745,373,Customer_373,Individual,2022-05-25,Jaipur,None,17,Indigo Palace,Udaipur,3,Budget,100,2024-06-14,2024-06-16,2024-06-15,Suite,1,5,Corporate Portal,5454.58,0.0,NONE,27272.9,Debit Card,Cancelled,,
101751,777,Customer_777,Individual,2022-12-07,Pune,Silver,28,Indigo Retreat,Kochi,4,Budget,200,2024-10-08,2024-10-23,2024-10-22,Suite,1,1,Direct Website,5034.12,0.0,,5034.12,Debit Card,Cancelled,,
101754,479,Customer_479,Individual,2023-11-08,Chennai,Silver,7,Royal Orchid,Chennai,4,Budget,80,2024-10-15,2024-11-24,2024-11-24,Standard,1,2,Direct Website,2831.43,0.0,NONE,5662.86,Debit Card,Cancelled,,
101801,696,Customer_696,Corporate,2023-09-19,Jaipur,None,52,Crimson Manor,Pune,4,Budget,40,2024-09-03,2024-11-02,2024-11-02,Standard,2,2,Corporate Portal,2431.94,1768.83,FEST15,7958.93,Net Banking,Cancelled,,
101821,531,Customer_531,Group,2022-09-27,Mumbai,Silver,17,Indigo Palace,Udaipur,3,Budget,100,2024-09-28,2024-11-27,2024-11-27,Standard,3,1,Corporate Portal,3246.14,0.0,,9738.42,Debit Card,Completed,5.0,2024-11-28
101913,34,Customer_34,Group,2023-06-22,Manali,None,54,Olive Heights,Delhi,5,Budget,100,2024-07-28,2024-08-12,2024-08-11,Standard,2,2,Direct Website,2401.91,1178.84,WELCOME,8428.8,UPI,Completed,3.0,2024-08-24
101914,429,Customer_429,Corporate,2022-05-09,Goa,None,23,Sapphire Retreat,Goa,2,Luxury,60,2024-04-03,2024-04-10,2024-04-09,Deluxe,1,2,Travel Agent,26318.42,3841.39,SAVE10,48795.45,Debit Card,Completed,6.0,2024-04-27
102048,383,Customer_383,Individual,2022-09-19,Manali,Silver,1,The Grand Plaza,Kochi,5,Premium,60,2024-09-21,2024-11-20,2024-11-20,Deluxe,1,2,Direct Website,9989.88,3020.35,APPDEAL,16959.41,UPI,Cancelled,4.0,2024-12-09
102109,64,Customer_64,Corporate,2022-06-16,Pune,None,33,Marigold Courtyard,Mumbai,4,Mid-Range,100,2024-06-18,2024-08-17,2024-08-17,Standard,3,4,Corporate Portal,6000.13,0.0,NONE,72001.56,UPI,Cancelled,,
102158,391,Customer_391,Individual,2022-12-11,Mumbai,Silver,42,Coral Suites,Chennai,2,Budget,150,2024-09-23,2024-09-25,2024-09-24,Standard,1,4,Travel Agent,2362.94,0.0,NONE,9451.76,Debit Card,Completed,5.0,2024-10-08
102203,520,Customer_520,Individual,2022-02-24,Bangalore,Gold,10,Lotus Manor,Manali,4,Mid-Range,150,2024-06-30,2024-07-25,2024-07-25,Standard,1,4,Corporate Portal,3727.87,0.0,,14911.48,Debit Card,Completed,4.0,2024-08-03
102223,791,Customer_791,Individual,2022-06-07,Kochi,Gold,45,Cedar Heights,Udaipur,3,Budget,120,2024-07-14,2024-07-29,2024-07-29,Deluxe,1,4,Direct Website,3840.62,3006.94,APPDEAL,12355.54,UPI,Completed,,
102263,229,Customer_229,Individual,2022-07-09,Bangalore,Silver,31,Azure Residency,Udaipur,2,Premium,150,2024-12-12,2024-12-14,2024-12-14,Deluxe,1,7,OTA,19565.1,0.0,,136955.7,Debit Card,Completed,,
102299,9,Customer_9,Corporate,2023-11-05,Delhi,Silver,1,The Grand Plaza,Kochi,5,Premium,60,2024-06-03,2024-07-13,2024-07-13,Standard,1,2,Corporate Portal,6212.3,1077.3,WELCOME,11347.3,Credit Card,Cancelled,,
102351,53,Customer_53,Corporate,2023-02-13,Bangalore,None,27,Saffron Residency,Pune,3,Mid-Range,80,2024-04-25,2024-05-20,2024-05-19,Standard,0,2,Corporate Portal,4637.8,0.0,,0.0,Net Banking,No-Show,,
102394,780,Customer_780,Individual,2023-07-02,Mumbai,None,8,Royal Orchid,Goa,5,Luxury,120,2024-06-11,2024-06-18,2024-06-18,Standard,1,1,Corporate Portal,11680.38,811.99,SAVE10,10868.39,Credit Card,Cancelled,,
102395,250,Customer_250,Individual,2023-07-06,Jaipur,Silver,50,Jade Palace,Chennai,5,Premium,60,2024-03-06,2024-03-31,2024-03-30,Deluxe,1,2,Direct Website,10235.76,0.0,,20471.52,Net Banking,Completed,4.0,2024-04-16
102408,45,Customer_45,Individual,2022-12-11,Delhi,Silver,26,Mango Courtyard,Mumbai,2,Budget,60,2024-02-28,2024-03-06,2024-03-06,Suite,1,5,Corporate Portal,5296.74,0.0,,26483.7,Net Banking,Completed,1.0,2024-03-15
102549,389,Customer_389,Individual,2023-02-05,Chennai,Silver,20,Banyan Heights,Chennai,2,Mid-Range,80,2024-01-01,2024-01-03,2024-01-02,Standard,1,2,Direct Website,4541.35,0.0,,9082.7,Net Banking,Completed,,
102567,115,Customer_115,Individual,2022-04-27,Mumbai,Gold,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-09-10,2024-09-25,2024-09-25,Suite,1,1,Direct Website,35659.33,0.0,,35659.33,Credit Card,No-Show,,
102581,383,Customer_383,Individual,2022-09-19,Manali,Silver,14,Pearl Haven,Pune,3,Budget,120,2024-04-15,2024-05-10,2024-05-10,Deluxe,1,4,OTA,3110.1,3398.3,WELCOME,9042.1,Net Banking,Cancelled,,
102608,180,Customer_180,Corporate,2023-12-12,Udaipur,None,16,Banyan Residency,Delhi,3,Budget,60,2023-10-03,2024-01-08,2024-01-07,Deluxe,1,4,Travel Agent,3963.61,0.0,NONE,15854.44,Debit Card,Completed,6.0,2024-01-27
102738,355,Customer_355,Individual,2022-04-07,Delhi,Platinum,48,Amber Manor,Chennai,3,Premium,100,2024-01-09,2024-02-03,2024-02-03,Deluxe,1,3,Corporate Portal,11380.51,0.0,NONE,34141.53,Credit Card,Completed,4.0,2024-02-05
102752,575,Customer_575,Individual,2023-05-13,Udaipur,Silver,1,The Grand Plaza,Kochi,5,Premium,60,2024-11-13,2024-11-15,2024-11-15,Standard,1,2,Corporate Portal,7677.39,0.0,NONE,15354.78,Credit Card,Cancelled,,
102993,153,Customer_153,Group,2022-01-03,Delhi,None,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-01-16,2024-02-25,2024-02-24,Suite,5,3,Travel Agent,9899.03,0.0,NONE,148485.45,UPI,Completed,3.0,2024-03-01
103007,322,Customer_322,Corporate,2023-07-12,Chennai,Silver,36,Amber Haven,Bangalore,4,Premium,150,2024-10-02,2024-10-04,2024-10-04,Deluxe,2,7,Corporate Portal,12672.99,0.0,NONE,177421.86,UPI,Completed,,
103020,595,Customer_595,Individual,2022-11-07,Udaipur,None,11,Coral Palace,Mumbai,3,Premium,100,2024-02-04,2024-02-29,2024-02-29,Suite,1,3,Corporate Portal,22189.33,0.0,,66567.99,UPI,Completed,,
103047,97,Customer_97,Individual,2023-04-03,Goa,Silver,41,Marigold Residency,Pune,4,Mid-Range,60,2024-03-28,2024-06-26,2024-06-26,Suite,1,2,Corporate Portal,8519.58,1063.05,APPDEAL,15976.11,Net Banking,Completed,,
103087,678,Customer_678,Corporate,2023-10-31,Delhi,Silver,27,Saffron Residency,Pune,3,Mid-Range,80,2024-06-10,2024-06-12,2024-06-12,Standard,3,2,Travel Agent,4524.58,0.0,,27147.48,Debit Card,Completed,,
103095,509,Customer_509,Individual,2023-01-10,Manali,Gold,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-12-21,2024-12-28,2024-12-28,Suite,1,2,Travel Agent,15829.94,0.0,,31659.88,UPI,Completed,3.0,2024-12-30
103153,784,Customer_784,Individual,2022-02-14,Delhi,Silver,50,Jade Palace,Chennai,5,Premium,60,2024-03-25,2024-05-04,2024-05-03,Deluxe,1,1,Travel Agent,12416.95,0.0,NONE,12416.95,Net Banking,Completed,4.0,2024-05-19
103178,55,Customer_55,Individual,2023-07-11,Bangalore,None,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-01-14,2024-01-16,2024-01-16,Deluxe,1,2,OTA,5797.05,0.0,,11594.1,UPI,Completed,4.0,2024-02-02
103211,61,Customer_61,Individual,2023-09-23,Bangalore,Platinum,11,Coral Palace,Mumbai,3,Premium,100,2024-02-14,2024-03-10,2024-03-09,Standard,1,2,OTA,9431.13,0.0,,18862.26,Net Banking,Cancelled,,
103260,405,Customer_405,Individual,2022-11-08,Manali,Gold,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-09-05,2024-09-12,2024-09-12,Standard,1,3,OTA,5979.73,2812.89,APPDEAL,15126.3,Net Banking,Completed,5.0,2024-09-17
103289,659,Customer_659,Group,2023-02-08,Jaipur,None,32,Saffron Palace,Pune,5,Mid-Range,30,2024-03-14,2024-05-13,2024-05-13,Standard,3,7,Corporate Portal,3870.03,14518.76,APPDEAL,66751.87,Net Banking,Completed,5.0,2024-05-24
103325,698,Customer_698,Individual,2023-07-31,Manali,Silver,54,Olive Heights,Delhi,5,Budget,100,2024-10-28,2024-11-12,2024-11-11,Standard,1,2,Direct Website,2632.84,0.0,NONE,5265.68,Debit Card,Completed,5.0,2024-11-29
103362,78,Customer_78,Individual,2022-07-10,Manali,Silver,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-11-28,2024-12-05,2024-12-05,Deluxe,1,2,Corporate Portal,5640.52,0.0,NONE,11281.04,Debit Card,Completed,4.0,2024-12-19
103541,454,Customer_454,Corporate,2022-12-05,Pune,None,8,Royal Orchid,Goa,5,Luxury,120,2024-05-10,2024-05-17,2024-05-16,Standard,3,1,Corporate Portal,23659.3,0.0,NONE,70977.9,Debit Card,Completed,9.0,2024-05-25
103592,770,Customer_770,Corporate,2023-10-05,Manali,Silver,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-04-17,2024-04-19,2024-04-19,Deluxe,1,3,OTA,6484.55,3968.54,FEST15,15485.11,Debit Card,Completed,,
103613,343,Customer_343,Group,2023-04-22,Chennai,Gold,13,Tusker Palace,Goa,5,Mid-Range,80,2024-07-25,2024-08-09,2024-08-09,Standard,2,3,OTA,3346.73,0.0,,20080.38,UPI,Cancelled,,
103675,156,Customer_156,Individual,2023-03-14,Delhi,Silver,39,Saffron Manor,Mumbai,4,Budget,120,2024-08-01,2024-08-16,2024-08-15,Standard,1,2,OTA,2811.56,857.97,SAVE10,4765.15,Credit Card,Completed,,
103852,498,Customer_498,Individual,2023-11-05,Chennai,None,33,Marigold Courtyard,Mumbai,4,Mid-Range,100,2024-05-22,2024-05-24,2024-05-23,Suite,1,2,Corporate Portal,12019.27,0.0,NONE,24038.54,Debit Card,Completed,,
103854,504,Customer_504,Individual,2023-09-19,Chennai,None,49,Mango Retreat,Delhi,3,Mid-Range,100,2024-06-13,2024-06-20,2024-06-19,Deluxe,1,3,Corporate Portal,6657.72,0.0,NONE,19973.16,Credit Card,Completed,,
104010,360,Customer_360,Group,2022-04-28,Kochi,None,34,Velvet Palace,Pune,2,Premium,150,2024-03-12,2024-04-06,2024-04-06,Standard,5,3,Corporate Portal,6661.35,0.0,NONE,99920.25,Credit Card,Completed,,
104030,310,Customer_310,Group,2022-05-10,Udaipur,Silver,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-03-10,2024-04-19,2024-04-18,Deluxe,4,4,OTA,5745.57,17833.87,FEST15,74095.25,Debit Card,Completed,,
104068,688,Customer_688,Corporate,2022-10-12,Jaipur,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-03-19,2024-04-13,2024-04-13,Standard,1,3,Corporate Portal,6379.78,0.0,NONE,19139.34,Debit Card,Completed,5.0,2024-04-16
104176,408,Customer_408,Individual,2023-11-25,Kochi,None,34,Velvet Palace,Pune,2,Premium,150,2024-02-06,2024-05-06,2024-05-06,Deluxe,1,2,OTA,10368.43,0.0,NONE,20736.86,UPI,Completed,5.0,2024-05-12
104191,381,Customer_381,Corporate,2023-09-15,Udaipur,None,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-05-13,2024-05-20,2024-05-19,Deluxe,1,7,OTA,7338.91,0.0,NONE,51372.37,Net Banking,Completed,7.0,2024-05-23
104203,284,Customer_284,Corporate,2023-04-15,Pune,None,11,Coral Palace,Mumbai,3,Premium,100,2024-05-06,2024-05-21,2024-05-21,Deluxe,3,2,OTA,13022.42,0.0,NONE,78134.52,Net Banking,Completed,10.0,2024-05-28
104386,271,Customer_271,Individual,2022-10-22,Jaipur,Silver,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-05-05,2024-05-07,2024-05-07,Suite,1,3,Corporate Portal,7796.46,2009.88,SAVE10,21379.5,UPI,Completed,,
104455,451,Customer_451,Individual,2023-11-27,Chennai,None,36,Amber Haven,Bangalore,4,Premium,150,2024-05-14,2024-05-29,2024-05-29,Deluxe,1,2,OTA,12745.35,6257.7,WELCOME,19233.0,UPI,Completed,,
104465,798,Customer_798,Individual,2022-04-17,Manali,Silver,39,Saffron Manor,Mumbai,4,Budget,120,2024-08-11,2024-08-18,2024-08-18,Standard,1,7,Direct Website,2710.11,0.0,,18970.77,Net Banking,Completed,,
104554,8,Customer_8,Corporate,2022-05-25,Manali,None,27,Saffron Residency,Pune,3,Mid-Range,80,2024-11-16,2024-12-01,2024-11-30,Deluxe,1,5,Travel Agent,6498.91,3272.78,APPDEAL,29221.77,UPI,Completed,10.0,2024-12-20
104592,375,Customer_375,Individual,2022-04-16,Bangalore,None,20,Banyan Heights,Chennai,2,Mid-Range,80,2024-10-23,2024-11-17,2024-11-16,Suite,1,5,Travel Agent,9349.35,0.0,,46746.75,Debit Card,No-Show,,
104598,522,Customer_522,Individual,2023-12-01,Mumbai,Platinum,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2024-03-01,2024-04-30,2024-04-30,Deluxe,1,5,OTA,5615.43,5624.43,WELCOME,22452.72,UPI,Completed,,
104611,607,Customer_607,Individual,2023-09-30,Manali,None,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2023-11-18,2024-02-16,2024-02-16,Standard,1,3,Direct Website,4667.82,0.0,NONE,14003.46,Debit Card,Completed,4.0,2024-03-07
104650,680,Customer_680,Individual,2022-03-05,Jaipur,None,27,Saffron Residency,Pune,3,Mid-Range,80,2023-12-27,2024-02-25,2024-02-25,Deluxe,1,3,OTA,5620.14,0.0,NONE,16860.42,Net Banking,Cancelled,2.0,2024-03-14
104681,567,Customer_567,Individual,2022-06-11,Chennai,Gold,14,Pearl Haven,Pune,3,Budget,120,2024-11-21,2024-12-16,2024-12-16,Standard,1,2,Travel Agent,2151.8,650.96,SAVE10,3652.64,Debit Card,Completed,,
104691,414,Customer_414,Individual,2023-04-26,Pune,Silver,36,Amber Haven,Bangalore,4,Premium,150,2024-01-30,2024-02-24,2024-02-23,Deluxe,1,3,Direct Website,11635.48,0.0,NONE,34906.44,UPI,Cancelled,,
104731,399,Customer_399,Individual,2023-05-16,Goa,Gold,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-09-04,2024-09-11,2024-09-10,Standard,1,4,Direct Website,5913.42,0.0,NONE,23653.68,Credit Card,Completed,5.0,2024-09-11
104766,96,Customer_96,Individual,2023-10-24,Goa,Gold,53,Saffron Heights,Chennai,3,Luxury,150,2024-09-04,2024-10-14,2024-10-13,Deluxe,1,1,Direct Website,22714.83,0.0,,22714.83,Net Banking,Completed,,
104783,97,Customer_97,Individual,2023-04-03,Goa,Silver,22,Banyan Stay,Manali,2,Budget,30,2022-12-06,2024-04-10,2024-04-10,Standard,1,3,OTA,1643.57,0.0,NONE,4930.71,UPI,Completed,,
104842,517,Customer_517,Individual,2022-04-26,Mumbai,Gold,40,Mango Lodge,Bangalore,3,Mid-Range,40,2024-05-23,2024-08-21,2024-08-20,Deluxe,1,3,OTA,6391.31,0.0,NONE,19173.93,UPI,Completed,,
104915,434,Customer_434,Individual,2023-06-02,Bangalore,None,5,Hilltop Inn,Chennai,5,Budget,60,2024-07-10,2024-07-17,2024-07-16,Standard,1,2,OTA,2321.92,1245.21,SAVE10,3398.63,UPI,Completed,,
104960,456,Customer_456,Corporate,2022-10-30,Manali,None,3,Sea Breeze Resort,Chennai,5,Luxury,80,2024-05-05,2024-05-20,2024-05-20,Standard,1,3,Travel Agent,12763.43,4609.42,APPDEAL,33680.87,UPI,Completed,6.0,2024-06-09
105055,375,Customer_375,Individual,2022-04-16,Bangalore,None,27,Saffron Residency,Pune,3,Mid-Range,80,2024-02-10,2024-03-21,2024-03-21,Standard,1,2,OTA,4314.19,0.0,,8628.38,Debit Card,Completed,4.0,2024-03-30
105139,574,Customer_574,Individual,2022-04-19,Delhi,None,16,Banyan Residency,Delhi,3,Budget,60,2024-02-16,2024-04-16,2024-04-16,Standard,1,2,Corporate Portal,2694.21,0.0,NONE,5388.42,Debit Card,Completed,,
105141,329,Customer_329,Individual,2022-11-10,Udaipur,None,31,Azure Residency,Udaipur,2,Premium,150,2024-04-07,2024-04-22,2024-04-21,Deluxe,1,2,OTA,13805.97,0.0,,27611.94,Credit Card,Completed,4.0,2024-04-25
105170,432,Customer_432,Corporate,2023-01-08,Goa,Silver,50,Jade Palace,Chennai,5,Premium,60,2024-01-29,2024-02-23,2024-02-23,Deluxe,1,7,Corporate Portal,10835.17,4889.53,WELCOME,70956.66,UPI,Completed,,
105274,480,Customer_480,Individual,2022-05-24,Mumbai,None,41,Marigold Residency,Pune,4,Mid-Range,60,2024-05-14,2024-07-13,2024-07-13,Standard,1,3,Travel Agent,4239.83,2061.94,FEST15,10657.55,UPI,Completed,,
105320,349,Customer_349,Individual,2022-08-13,Chennai,None,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-02-04,2024-04-04,2024-04-04,Standard,1,7,Travel Agent,19738.16,0.0,NONE,138167.12,Credit Card,Cancelled,,
