booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
101932,192,Customer_192,Corporate,2022-06-12,Pune,None,35,Maple Retreat,Bangalore,2,Premium,100,2022-05-17,2024-03-28,2024-04-02,Standard,2,5,OTA,7486.34,0.0,,74863.4,Debit Card,Cancelled,,
101939,638,Customer_638,Individual,2023-09-27,Udaipur,None,39,Saffron Manor,Mumbai,4,Budget,120,2023-08-12,2024-08-30,2024-09-01,Standard,1,2,OTA,2590.63,720.45,APPDEAL,4460.81,Credit Card,Completed,5.0,2024-09-05
101965,669,Customer_669,Corporate,2023-12-21,Kochi,Platinum,8,Royal Orchid,Goa,5,Luxury,120,2023-11-26,2024-01-25,2024-01-29,Standard,2,4,Corporate Portal,27047.11,0.0,NONE,216376.88,Net Banking,Completed,10.0,2024-01-30
101967,585,Customer_585,Corporate,2022-05-01,Bangalore,None,53,Saffron Heights,Chennai,3,Luxury,150,2022-03-10,2024-08-09,2024-08-11,Standard,2,2,OTA,12670.59,0.0,,50682.36,Credit Card,Completed,,
102139,479,Customer_479,Individual,2023-11-08,Chennai,Silver,7,Royal Orchid,Chennai,4,Budget,80,2023-10-15,2024-04-20,2024-04-24,Standard,1,4,Corporate Portal,1873.73,0.0,,7494.92,UPI,Completed,3.0,2024-05-11
102181,640,Customer_640,Individual,2023-12-20,Bangalore,None,14,Pearl Haven,Pune,3,Budget,120,2023-10-06,2024-01-21,2024-01-22,Standard,1,1,OTA,2328.63,0.0,NONE,2328.63,Debit Card,Cancelled,,
102334,780,Customer_780,Individual,2023-07-02,Mumbai,None,29,Cedar Lodge,Kochi,5,Mid-Range,60,2023-05-29,2024-04-06,2024-04-08,Deluxe,1,2,Travel Agent,5057.35,0.0,,10114.7,UPI,Completed,,
102444,474,Customer_474,Individual,2022-11-12,Goa,None,14,Pearl Haven,Pune,3,Budget,120,2022-10-06,2024-12-04,2024-12-07,Standard,1,3,Corporate Portal,1863.39,480.57,FEST15,5109.6,Net Banking,Completed,4.0,2024-12-26
102514,640,Customer_640,Individual,2023-12-20,Bangalore,None,23,Sapphire Retreat,Goa,2,Luxury,60,2023-11-30,2024-08-28,2024-09-02,Standard,1,5,Travel Agent,11105.91,0.0,,55529.55,Credit Card,Cancelled,,
102563,99,Customer_99,Individual,2023-05-20,Kochi,Silver,1,The Grand Plaza,Kochi,5,Premium,60,2023-02-11,2024-10-10,2024-10-12,Standard,1,2,OTA,8619.16,2775.94,SAVE10,14462.38,Net Banking,Completed,,
102594,529,Customer_529,Corporate,2023-03-02,Jaipur,Silver,21,Cedar Retreat,Chennai,3,Mid-Range,30,2022-12-09,2024-09-17,2024-09-18,Standard,2,1,Direct Website,4402.58,0.0,NONE,8805.16,Credit Card,Cancelled,,
102608,180,Customer_180,Corporate,2023-12-12,Udaipur,None,16,Banyan Residency,Delhi,3,Budget,60,2023-10-03,2024-01-08,2024-01-07,Deluxe,1,4,Travel Agent,3963.61,0.0,NONE,15854.44,Debit Card,Completed,6.0,2024-01-27
102684,375,Customer_375,Individual,2022-04-16,Bangalore,None,5,Hilltop Inn,Chennai,5,Budget,60,2022-02-28,2024-08-24,2024-08-26,Deluxe,1,2,OTA,3210.36,0.0,,6420.72,Debit Card,Completed,4.0,2024-09-05
102704,187,Customer_187,Individual,2023-04-14,Bangalore,Platinum,25,Tusker Stay,Pune,2,Mid-Range,60,2023-01-15,2024-02-19,2024-02-20,Deluxe,1,1,Travel Agent,5241.56,0.0,NONE,5241.56,Net Banking,Completed,4.0,2024-02-25
102815,528,Customer_528,Individual,2022-07-04,Jaipur,Gold,35,Maple Retreat,Bangalore,2,Premium,100,2022-05-30,2024-04-29,2024-05-02,Standard,1,3,Travel Agent,6974.76,3716.29,APPDEAL,17207.99,Net Banking,Completed,,
102922,168,Customer_168,Individual,2023-12-31,Manali,Silver,53,Saffron Heights,Chennai,3,Luxury,150,2023-12-20,2024-01-14,2024-01-17,Deluxe,1,3,OTA,16461.16,6394.09,SAVE10,42989.39,UPI,Completed,3.0,2024-01-24
102927,235,Customer_235,Individual,2023-08-13,Kochi,None,13,Tusker Palace,Goa,5,Mid-Range,80,2023-06-02,2024-04-11,2024-04-13,Deluxe,1,2,Direct Website,8813.51,1865.88,WELCOME,15761.14,Debit Card,Completed,5.0,2024-04-29
102933,648,Customer_648,Individual,2023-12-31,Kochi,None,37,Olive Lodge,Udaipur,3,Budget,40,2023-12-26,2024-01-20,2024-01-21,Standard,1,1,OTA,3673.48,0.0,,3673.48,Credit Card,Completed,,
103354,246,Customer_246,Individual,2022-06-16,Bangalore,None,17,Indigo Palace,Udaipur,3,Budget,100,2022-04-24,2024-08-06,2024-08-09,Deluxe,1,3,OTA,4426.68,2380.98,FEST15,10899.06,UPI,Completed,,
103405,272,Customer_272,Corporate,2022-08-19,Mumbai,Silver,14,Pearl Haven,Pune,3,Budget,120,2022-07-04,2024-12-13,2024-12-14,Suite,2,1,Corporate Portal,4245.94,768.14,SAVE10,7723.74,Credit Card,Completed,8.0,2024-12-21
103490,795,Customer_795,Individual,2022-02-03,Jaipur,None,11,Coral Palace,Mumbai,3,Premium,100,2021-11-12,2024-03-15,2024-03-18,Suite,1,3,Direct Website,20270.25,0.0,,60810.75,UPI,Completed,,
103528,32,Customer_32,Individual,2022-10-08,Manali,Silver,41,Marigold Residency,Pune,4,Mid-Range,60,2022-08-30,2024-05-01,2024-05-06,Deluxe,1,5,Direct Website,5548.42,5071.69,WELCOME,22670.41,Debit Card,Completed,,
103615,24,Customer_24,Corporate,2023-09-02,Chennai,None,34,Velvet Palace,Pune,2,Premium,150,2023-07-14,2024-10-23,2024-10-25,Suite,2,2,Direct Website,18434.06,0.0,,73736.24,UPI,Cancelled,,
103629,455,Customer_455,Individual,2023-03-06,Delhi,None,42,Coral Suites,Chennai,2,Budget,150,2022-11-20,2024-02-22,2024-02-24,Standard,1,2,OTA,2037.01,0.0,,4074.02,Credit Card,Cancelled,,
103696,266,Customer_266,Individual,2022-04-14,Chennai,Gold,39,Saffron Manor,Mumbai,4,Budget,120,2022-01-14,2024-10-02,2024-10-03,Deluxe,1,1,OTA,4423.27,0.0,,4423.27,UPI,Cancelled,,
103726,740,Customer_740,Corporate,2023-01-29,Goa,Platinum,6,Hilltop Inn,Udaipur,5,Luxury,60,2022-10-13,2024-11-27,2024-11-30,Standard,1,3,Corporate Portal,18318.64,0.0,,54955.92,Debit Card,Completed,10.0,2024-12-07
103849,163,Customer_163,Individual,2022-04-19,Mumbai,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2022-02-24,2024-07-03,2024-07-05,Standard,1,2,Corporate Portal,3392.61,527.8,APPDEAL,6257.42,Debit Card,Completed,5.0,2024-07-23
104035,439,Customer_439,Individual,2023-12-13,Delhi,Gold,22,Banyan Stay,Manali,2,Budget,30,2023-11-24,2024-01-23,2024-01-24,Standard,1,1,Travel Agent,2793.24,0.0,NONE,2793.24,Credit Card,Completed,,
104104,121,Customer_121,Individual,2023-10-03,Delhi,Gold,51,Olive Courtyard,Mumbai,5,Premium,60,2023-07-27,2024-11-23,2024-11-27,Standard,1,4,OTA,11025.56,0.0,,44102.24,Credit Card,Completed,,
104115,605,Customer_605,Individual,2023-11-27,Manali,Gold,13,Tusker Palace,Goa,5,Mid-Range,80,2023-11-02,2024-01-31,2024-02-03,Suite,1,3,Travel Agent,19145.92,0.0,,57437.76,Credit Card,Completed,,
104148,254,Customer_254,Corporate,2023-10-04,Kochi,Silver,59,Marigold Stay,Goa,3,Premium,80,2023-09-21,2024-10-15,2024-10-18,Standard,2,3,Travel Agent,14742.77,0.0,,88456.62,UPI,Completed,,
104220,187,Customer_187,Individual,2023-04-14,Bangalore,Platinum,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2023-03-05,2024-01-09,2024-01-16,Standard,1,7,Travel Agent,4174.15,0.0,NONE,29219.05,UPI,Completed,4.0,2024-02-01
104271,168,Customer_168,Individual,2023-12-31,Manali,Silver,16,Banyan Residency,Delhi,3,Budget,60,2023-12-13,2024-03-12,2024-03-15,Standard,1,3,Travel Agent,2251.74,0.0,NONE,6755.22,Credit Card,Completed,,
104305,519,Customer_519,Individual,2023-12-25,Kochi,Gold,48,Amber Manor,Chennai,3,Premium,100,2023-11-27,2024-01-26,2024-01-29,Deluxe,1,3,OTA,12177.82,9210.04,APPDEAL,27323.42,UPI,Cancelled,,
104439,519,Customer_519,Individual,2023-12-25,Kochi,Gold,32,Saffron Palace,Pune,5,Mid-Range,30,2023-12-03,2024-02-01,2024-02-02,Standard,1,1,Travel Agent,4015.22,0.0,,4015.22,Net Banking,Completed,,
104459,229,Customer_229,Individual,2022-07-09,Bangalore,Silver,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2022-04-18,2024-10-19,2024-10-21,Deluxe,1,2,Corporate Portal,7124.42,2088.55,APPDEAL,12160.29,Net Banking,Completed,3.0,2024-10-31
104552,250,Customer_250,Individual,2023-07-06,Jaipur,Silver,39,Saffron Manor,Mumbai,4,Budget,120,2023-06-05,2024-06-15,2024-06-19,Standard,1,4,Travel Agent,3030.76,0.0,NONE,12123.04,Debit Card,Completed,4.0,2024-07-04
104553,418,Customer_418,Individual,2022-10-06,Kochi,Gold,5,Hilltop Inn,Chennai,5,Budget,60,2022-09-25,2024-11-06,2024-11-09,Deluxe,1,3,Travel Agent,3098.7,0.0,NONE,9296.1,Net Banking,Completed,4.0,2024-11-13
104608,730,Customer_730,Corporate,2022-09-08,Delhi,None,31,Azure Residency,Udaipur,2,Premium,150,2022-06-06,2024-10-03,2024-10-06,Deluxe,2,3,Corporate Portal,16298.01,0.0,NONE,97788.06,Debit Card,No-Show,,
104620,301,Customer_301,Corporate,2023-07-05,Jaipur,Gold,2,The Grand Plaza,Bangalore,5,Luxury,80,2023-04-30,2024-07-10,2024-07-12,Standard,1,2,OTA,15367.29,0.0,NONE,30734.58,Debit Card,Completed,,
104774,694,Customer_694,Individual,2023-12-12,Mumbai,Gold,41,Marigold Residency,Pune,4,Mid-Range,60,2023-12-07,2024-03-06,2024-03-07,Standard,1,1,Corporate Portal,3945.13,0.0,NONE,3945.13,Net Banking,Completed,,
104783,97,Customer_97,Individual,2023-04-03,Goa,Silver,22,Banyan Stay,Manali,2,Budget,30,2022-12-06,2024-04-10,2024-04-10,Standard,1,3,OTA,1643.57,0.0,NONE,4930.71,UPI,Completed,,
104806,235,Customer_235,Individual,2023-08-13,Kochi,None,18,Coral Haven,Pune,4,Mid-Range,150,2023-07-01,2024-04-30,2024-05-01,Suite,1,1,OTA,7522.6,0.0,,7522.6,UPI,Completed,,
104837,767,Customer_767,Individual,2022-05-11,Kochi,None,42,Coral Suites,Chennai,2,Budget,150,2022-02-07,2024-01-15,2024-01-18,Standard,1,3,Direct Website,1913.07,0.0,NONE,5739.21,Credit Card,Completed,3.0,2024-02-07
104849,6,Customer_6,Individual,2022-06-11,Chennai,None,49,Mango Retreat,Delhi,3,Mid-Range,100,2022-05-28,2024-09-20,2024-09-25,Standard,1,5,Travel Agent,5210.83,0.0,,26054.15,Debit Card,Completed,,
105079,536,Customer_536,Individual,2023-04-28,Jaipur,None,42,Coral Suites,Chennai,2,Budget,150,2023-03-07,2024-06-30,2024-07-02,Standard,1,2,Direct Website,2175.44,766.95,WELCOME,3583.93,UPI,Completed,,
105287,752,Customer_752,Individual,2022-01-02,Bangalore,None,1,The Grand Plaza,Kochi,5,Premium,60,2021-10-30,2024-05-19,2024-05-21,Deluxe,1,2,OTA,8604.58,4738.15,SAVE10,12471.01,Debit Card,Completed,4.0,2024-06-07
105303,739,Customer_739,Individual,2023-11-23,Manali,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2023-11-03,2024-03-26,2024-03-30,Suite,1,4,OTA,4284.92,0.0,NONE,17139.68,Debit Card,Completed,3.0,2024-04-07
105384,258,Customer_258,Individual,2023-12-03,Udaipur,Silver,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2023-10-27,2024-09-15,2024-09-16,Deluxe,1,1,Travel Agent,5878.09,0.0,,5878.09,Debit Card,Completed,1.0,2024-09-30
105394,546,Customer_546,Individual,2023-12-31,Mumbai,None,58,Velvet Stay,Jaipur,3,Premium,60,2023-11-30,2024-10-06,2024-10-09,Standard,1,3,Travel Agent,8038.44,0.0,NONE,24115.32,Net Banking,Cancelled,,
105406,682,Customer_682,Individual,2023-11-10,Kochi,Gold,40,Mango Lodge,Bangalore,3,Mid-Range,40,2023-10-12,2024-01-10,2024-01-11,Standard,1,1,Direct Website,4015.3,0.0,,4015.3,Credit Card,Cancelled,,
105439,500,Customer_500,Individual,2023-07-28,Mumbai,Platinum,23,Sapphire Retreat,Goa,2,Luxury,60,2023-07-06,2024-12-18,2024-12-20,Standard,1,2,Corporate Portal,27998.59,9120.43,FEST15,46876.75,UPI,Completed,4.0,2025-01-02
105503,396,Customer_396,Individual,2022-06-04,Kochi,None,27,Saffron Residency,Pune,3,Mid-Range,80,2022-05-23,2024-10-01,2024-10-03,Deluxe,1,2,Corporate Portal,6656.29,0.0,NONE,13312.58,UPI,Completed,,
105549,655,Customer_655,Corporate,2022-10-05,Udaipur,Platinum,45,Cedar Heights,Udaipur,3,Budget,120,2022-07-15,2024-11-03,2024-11-03,Suite,2,4,Corporate Portal,6736.25,9233.95,SAVE10,44656.05,Credit Card,Completed,3.0,2024-11-06
105584,648,Customer_648,Individual,2023-12-31,Kochi,None,51,Olive Courtyard,Mumbai,5,Premium,60,2023-12-17,2024-01-11,2024-01-15,Standard,1,4,OTA,9337.42,0.0,,37349.68,Net Banking,Completed,3.0,2024-02-02
105588,76,Customer_76,Individual,2023-02-13,Chennai,None,33,Marigold Courtyard,Mumbai,4,Mid-Range,100,2022-11-13,2024-12-10,2024-12-14,Deluxe,1,4,Corporate Portal,8505.49,0.0,,34021.96,Net Banking,Completed,4.0,2024-12-16
105593,451,Customer_451,Individual,2023-11-27,Chennai,None,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2023-11-11,2024-03-13,2024-03-15,Suite,1,2,OTA,10271.69,0.0,NONE,20543.38,UPI,Cancelled,,
105614,791,Customer_791,Individual,2022-06-07,Kochi,Gold,53,Saffron Heights,Chennai,3,Luxury,150,2022-03-10,2024-07-23,2024-07-26,Standard,1,3,Corporate Portal,13951.57,0.0,,41854.71,Credit Card,Completed,5.0,2024-08-06
105617,424,Customer_424,Group,2023-07-03,Manali,Platinum,7,Royal Orchid,Chennai,4,Budget,80,2023-05-14,2024-03-30,2024-04-02,Deluxe,2,3,OTA,3255.71,4195.92,WELCOME,15338.34,Debit Card,Completed,,
105635,450,Customer_450,Individual,2022-09-05,Udaipur,Silver,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2022-07-08,2024-05-24,2024-05-26,Standard,1,2,OTA,6056.64,0.0,,12113.28,UPI,Completed,1.0,2024-06-09
105673,796,Customer_796,Corporate,2022-03-03,Chennai,Gold,11,Coral Palace,Mumbai,3,Premium,100,2022-02-04,2024-07-23,2024-07-25,Deluxe,1,2,OTA,13792.67,0.0,NONE,27585.34,Debit Card,Completed,,
105725,569,Customer_569,Corporate,2023-11-28,Udaipur,None,31,Azure Residency,Udaipur,2,Premium,150,2023-11-22,2024-02-20,2024-02-23,Standard,1,3,Corporate Portal,8529.78,0.0,,25589.34,UPI,Completed,,
105938,553,Customer_553,Individual,2023-11-11,Jaipur,None,51,Olive Courtyard,Mumbai,5,Premium,60,2023-10-09,2024-01-07,2024-01-14,Deluxe,1,7,OTA,15758.12,0.0,NONE,110306.84,Debit Card,Cancelled,,
106102,119,Customer_119,Individual,2023-02-22,Delhi,None,29,Cedar Lodge,Kochi,5,Mid-Range,60,2022-12-16,2024-06-21,2024-06-24,Standard,1,3,OTA,3730.6,0.0,NONE,11191.8,Net Banking,No-Show,,
106158,140,Customer_140,Individual,2023-09-04,Udaipur,Silver,25,Tusker Stay,Pune,2,Mid-Range,60,2023-08-15,2024-06-30,2024-07-02,Suite,1,2,OTA,7103.5,0.0,NONE,14207.0,Credit Card,Cancelled,,
106165,226,Customer_226,Individual,2022-07-17,Manali,Silver,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2022-05-10,2024-06-05,2024-06-12,Deluxe,1,7,Travel Agent,6138.87,2467.4,APPDEAL,40504.69,Net Banking,Completed,4.0,2024-06-14
106168,269,Customer_269,Corporate,2023-09-21,Chennai,None,51,Olive Courtyard,Mumbai,5,Premium,60,2023-09-05,2024-10-29,2024-10-30,Standard,1,1,Corporate Portal,11397.96,942.85,WELCOME,10455.11,UPI,Cancelled,,
106195,746,Customer_746,Individual,2022-04-11,Delhi,Silver,21,Cedar Retreat,Chennai,3,Mid-Range,30,2022-01-06,2024-04-17,2024-04-19,Standard,1,2,OTA,3713.7,1197.16,APPDEAL,6230.24,Net Banking,Completed,3.0,2024-04-22
106256,67,Customer_67,Individual,2023-12-17,Chennai,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2023-09-10,2024-05-04,2024-05-06,Standard,1,2,Corporate Portal,1802.17,0.0,NONE,3604.34,UPI,Cancelled,,
106337,109,Customer_109,Individual,2022-03-23,Jaipur,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2022-01-14,2024-06-03,2024-06-05,Standard,1,2,Travel Agent,4114.7,1438.56,WELCOME,6790.84,Debit Card,Completed,,
106442,263,Customer_263,Group,2022-03-22,Manali,Silver,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2021-12-22,2024-08-17,2024-08-18,Deluxe,4,1,OTA,5355.46,5654.06,SAVE10,15767.78,Net Banking,No-Show,,
106446,372,Customer_372,Individual,2023-11-20,Delhi,Silver,5,Hilltop Inn,Chennai,5,Budget,60,2023-10-25,2024-01-23,2024-01-26,Standard,1,3,Direct Website,2090.1,949.19,SAVE10,5321.11,Net Banking,Cancelled,,
106552,327,Customer_327,Individual,2023-03-08,Udaipur,None,47,Indigo Stay,Mumbai,4,Mid-Range,80,2022-12-04,2024-08-29,2024-09-05,Deluxe,1,7,Travel Agent,7951.8,0.0,,55662.6,Credit Card,Completed,4.0,2024-09-23
106590,317,Customer_317,Individual,2023-11-10,Udaipur,Platinum,45,Cedar Heights,Udaipur,3,Budget,120,2023-07-13,2024-07-18,2024-07-19,Standard,1,1,Corporate Portal,2829.23,0.0,,2829.23,UPI,Completed,5.0,2024-08-02
106595,121,Customer_121,Individual,2023-10-03,Delhi,Gold,48,Amber Manor,Chennai,3,Premium,100,2023-06-20,2024-05-27,2024-05-30,Standard,1,3,Travel Agent,7397.28,0.0,NONE,22191.84,Debit Card,Completed,,
106607,590,Customer_590,Corporate,2022-04-28,Delhi,None,29,Cedar Lodge,Kochi,5,Mid-Range,60,2022-03-17,2024-05-16,2024-05-19,Standard,3,3,Travel Agent,4408.94,4740.52,SAVE10,34939.94,UPI,Cancelled,,
106668,72,Customer_72,Corporate,2022-12-17,Bangalore,None,2,The Grand Plaza,Bangalore,5,Luxury,80,2022-10-26,2024-04-10,2024-04-11,Standard,3,1,Travel Agent,13149.38,0.0,,39448.14,UPI,Completed,,
106733,451,Customer_451,Individual,2023-11-27,Chennai,None,21,Cedar Retreat,Chennai,3,Mid-Range,30,2023-11-13,2024-06-03,2024-06-08,Standard,1,5,Travel Agent,3711.09,2853.01,WELCOME,15702.44,Net Banking,Completed,,
106734,521,Customer_521,Individual,2022-05-14,Udaipur,None,16,Banyan Residency,Delhi,3,Budget,60,2022-05-06,2024-12-17,2024-12-19,Deluxe,1,2,OTA,3962.43,0.0,NONE,7924.86,Credit Card,Completed,4.0,2025-01-04
106820,531,Customer_531,Group,2022-09-27,Mumbai,Silver,27,Saffron Residency,Pune,3,Mid-Range,80,2022-08-27,2024-04-07,2024-04-10,Deluxe,5,3,OTA,6473.41,0.0,NONE,97101.15,Net Banking,Completed,5.0,2024-04-16
106854,241,Customer_241,Group,2022-12-15,Bangalore,None,35,Maple Retreat,Bangalore,2,Premium,100,2022-11-22,2024-05-12,2024-05-16,Standard,2,4,Corporate Portal,7586.51,0.0,NONE,60692.08,Credit Card,Cancelled,,
106857,774,Customer_774,Individual,2022-11-12,Chennai,Gold,60,Amber Suites,Pune,2,Luxury,150,2022-07-23,2024-05-14,2024-05-16,Standard,1,2,Corporate Portal,12376.52,0.0,,24753.04,Net Banking,Cancelled,,
106861,724,Customer_724,Individual,2023-01-31,Pune,Silver,11,Coral Palace,Mumbai,3,Premium,100,2022-11-14,2024-11-03,2024-11-06,Standard,1,3,OTA,10938.71,7541.35,APPDEAL,25274.78,Net Banking,Completed,,
107090,89,Customer_89,Individual,2023-11-11,Bangalore,Silver,29,Cedar Lodge,Kochi,5,Mid-Range,60,2023-09-19,2024-04-23,2024-04-26,Suite,1,3,Direct Website,7750.0,0.0,,23250.0,Net Banking,Completed,5.0,2024-05-14
107149,52,Customer_52,Individual,2022-05-12,Goa,Silver,13,Tusker Palace,Goa,5,Mid-Range,80,2022-04-03,2024-06-16,2024-06-23,Standard,1,7,Corporate Portal,3349.05,2853.86,APPDEAL,20589.49,Net Banking,Cancelled,,
107219,440,Customer_440,Individual,2023-03-19,Chennai,Silver,14,Pearl Haven,Pune,3,Budget,120,2022-12-17,2024-03-27,2024-03-29,Deluxe,1,2,Corporate Portal,3264.55,989.29,FEST15,5539.81,UPI,Completed,5.0,2024-04-14
107223,600,Customer_600,Group,2023-09-29,Bangalore,None,49,Mango Retreat,Delhi,3,Mid-Range,100,2023-08-19,2024-01-25,2024-01-26,Standard,3,1,Travel Agent,4653.28,961.53,APPDEAL,12998.31,Credit Card,Completed,,
