booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
102374,760,Customer_760,Individual,2023-10-25,Bangalore,Platinum,37,Olive Lodge,Udaipur,3,Budget,40,2024-07-20,2024-07-27,2024-07-29,Standard,1,2,Corporate Portal,2481.43,0.0,NONE,4962.86,UPI,Cancelled,3.0,2024-08-17
103058,119,Customer_119,Individual,2023-02-22,Delhi,None,25,Tusker Stay,Pune,2,Mid-Range,60,2024-07-23,2024-09-01,2024-09-03,Deluxe,1,2,Travel Agent,6393.35,1470.09,FEST15,11316.61,UPI,Cancelled,5.0,2024-09-12
103788,175,Customer_175,Individual,2022-02-11,Chennai,Silver,25,Tusker Stay,Pune,2,Mid-Range,60,2024-07-31,2024-08-25,2024-08-28,Deluxe,1,3,Corporate Portal,5920.82,0.0,,17762.46,Debit Card,Cancelled,5.0,2024-08-30
104025,474,Customer_474,Individual,2022-11-12,Goa,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-07-20,2024-08-29,2024-08-30,Standard,1,1,Direct Website,4195.64,0.0,NONE,4195.64,Net Banking,Cancelled,4.0,2024-09-20
104650,680,Customer_680,Individual,2022-03-05,Jaipur,None,27,Saffron Residency,Pune,3,Mid-Range,80,2023-12-27,2024-02-25,2024-02-25,Deluxe,1,3,OTA,5620.14,0.0,NONE,16860.42,Net Banking,Cancelled,2.0,2024-03-14
104719,698,Customer_698,Individual,2023-07-31,Manali,Silver,54,Olive Heights,Delhi,5,Budget,100,2024-03-18,2024-04-02,2024-04-04,Standard,1,2,Travel Agent,2437.85,746.77,SAVE10,4128.93,Credit Card,Cancelled,4.0,2024-04-30
104796,379,Customer_379,Individual,2023-07-10,Bangalore,Silver,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-12-13,2024-12-28,2025-01-01,Deluxe,1,4,Travel Agent,7198.23,3860.54,WELCOME,24932.38,UPI,Cancelled,4.0,2024-12-31
105025,105,Customer_105,Individual,2023-07-26,Udaipur,Silver,53,Saffron Heights,Chennai,3,Luxury,150,2024-07-15,2024-07-30,2024-08-04,Standard,1,5,Travel Agent,13668.48,12486.14,WELCOME,55856.26,Net Banking,Cancelled,3.0,2024-08-03
105080,794,Customer_794,Individual,2023-08-01,Delhi,Silver,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-03-17,2024-03-24,2024-03-25,Deluxe,1,1,Direct Website,6646.74,1279.25,SAVE10,5367.49,UPI,Cancelled,5.0,2024-04-11
105321,662,Customer_662,Individual,2022-12-05,Pune,Silver,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-09-11,2024-10-21,2024-10-24,Suite,1,3,Corporate Portal,11684.7,0.0,NONE,35054.1,Net Banking,Cancelled,5.0,2024-11-01
105331,245,Customer_245,Individual,2023-07-15,Mumbai,None,36,Amber Haven,Bangalore,4,Premium,150,2024-01-23,2024-01-25,2024-01-27,Deluxe,1,2,OTA,12938.26,0.0,,25876.52,Credit Card,Cancelled,5.0,2024-02-15
105648,13,Customer_13,Individual,2023-11-25,Chennai,Silver,27,Saffron Residency,Pune,3,Mid-Range,80,2023-12-06,2024-02-04,2024-02-05,Deluxe,1,1,Direct Website,5939.2,698.88,APPDEAL,5240.32,Net Banking,Cancelled,4.0,2024-02-12
105661,567,Customer_567,Individual,2022-06-11,Chennai,Gold,1,The Grand Plaza,Kochi,5,Premium,60,2024-05-27,2024-07-06,2024-07-09,Standard,1,3,Corporate Portal,6864.32,1381.28,WELCOME,19211.68,Debit Card,Cancelled,3.0,2024-07-18
105745,383,Customer_383,Individual,2022-09-19,Manali,Silver,59,Marigold Stay,Goa,3,Premium,80,2024-08-14,2024-10-13,2024-10-16,Standard,1,3,OTA,14673.7,0.0,,44021.1,Debit Card,Cancelled,4.0,2024-10-28
105895,778,Customer_778,Individual,2022-05-24,Delhi,None,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-07-11,2024-09-09,2024-09-12,Deluxe,1,3,Travel Agent,25555.59,6705.08,APPDEAL,69961.69,Net Banking,Cancelled,4.0,2024-09-25
106121,735,Customer_735,Individual,2023-09-28,Pune,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2024-05-26,2024-06-02,2024-06-04,Deluxe,1,2,Direct Website,2765.73,457.34,FEST15,5074.12,UPI,Cancelled,5.0,2024-06-22
106390,408,Customer_408,Individual,2023-11-25,Kochi,None,8,Royal Orchid,Goa,5,Luxury,120,2024-04-26,2024-05-11,2024-05-12,Deluxe,1,1,Travel Agent,28819.34,2989.38,FEST15,25829.96,Debit Card,Cancelled,1.0,2024-06-02
106521,455,Customer_455,Individual,2023-03-06,Delhi,None,11,Coral Palace,Mumbai,3,Premium,100,2024-06-08,2024-08-07,2024-08-10,Standard,1,3,OTA,12300.33,0.0,,36900.99,Net Banking,Cancelled,5.0,2024-09-04
106523,255,Customer_255,Group,2022-01-08,Delhi,None,30,Ivory Retreat,Jaipur,5,Budget,60,2024-03-29,2024-06-27,2024-07-01,Suite,2,4,OTA,4260.71,0.0,NONE,34085.68,Credit Card,Cancelled,5.0,2024-07-07
106672,709,Customer_709,Individual,2022-11-15,Jaipur,None,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-05-14,2024-06-08,2024-06-12,Deluxe,1,4,OTA,5753.92,0.0,,23015.68,Net Banking,Cancelled,3.0,2024-06-22
106969,125,Customer_125,Individual,2023-06-14,Manali,None,48,Amber Manor,Chennai,3,Premium,100,2024-05-19,2024-06-13,2024-06-15,Deluxe,1,2,Corporate Portal,9972.2,0.0,,19944.4,UPI,Cancelled,5.0,2024-06-29
107649,149,Customer_149,Group,2022-02-08,Pune,None,18,Coral Haven,Pune,4,Mid-Range,150,2024-01-02,2024-03-02,2024-03-03,Standard,3,1,OTA,4421.11,3162.82,SAVE10,10100.51,Net Banking,Cancelled,5.0,2024-03-18
107799,104,Customer_104,Corporate,2022-05-14,Pune,Silver,23,Sapphire Retreat,Goa,2,Luxury,60,2024-10-31,2024-11-07,2024-11-10,Deluxe,2,3,OTA,38500.56,0.0,NONE,231003.36,Net Banking,Cancelled,9.0,2024-11-29
108008,617,Customer_617,Corporate,2022-03-17,Jaipur,None,39,Saffron Manor,Mumbai,4,Budget,120,2024-08-24,2024-10-03,2024-10-07,Standard,2,4,Corporate Portal,3173.43,0.0,NONE,25387.44,UPI,Cancelled,9.0,2024-10-31
108334,507,Customer_507,Individual,2022-03-12,Bangalore,Platinum,8,Royal Orchid,Goa,5,Luxury,120,2024-03-04,2024-03-29,2024-04-03,Standard,1,5,Corporate Portal,19359.59,0.0,NONE,96797.95,Debit Card,Cancelled,5.0,2024-04-03
108714,582,Customer_582,Individual,2022-02-19,Jaipur,None,28,Indigo Retreat,Kochi,4,Budget,200,2023-10-14,2024-01-12,2024-01-15,Standard,1,3,Direct Website,2052.45,1218.29,WELCOME,4939.06,Debit Card,Cancelled,4.0,2024-01-23
109123,4,Customer_4,Group,2023-11-29,Bangalore,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-07-19,2024-07-26,2024-07-29,Deluxe,5,3,OTA,5146.3,0.0,NONE,77194.5,Credit Card,Cancelled,5.0,2024-08-15
109243,531,Customer_531,Group,2022-09-27,Mumbai,Silver,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-07-19,2024-08-28,2024-09-04,Standard,5,7,Direct Website,4712.81,0.0,,164948.35,Net Banking,Cancelled,1.0,2024-08-31
110006,651,Customer_651,Corporate,2022-08-07,Manali,Gold,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-11-20,2024-12-30,2025-01-04,Standard,3,5,Travel Agent,5161.57,0.0,,77423.55,Net Banking,Cancelled,3.0,2025-01-26
110251,718,Customer_718,Individual,2023-12-17,Pune,Silver,26,Mango Courtyard,Mumbai,2,Budget,60,2024-11-14,2024-12-09,2024-12-16,Standard,1,7,Direct Website,3172.12,0.0,,22204.84,Debit Card,Cancelled,2.0,2024-12-13
110284,403,Customer_403,Corporate,2023-06-14,Manali,Gold,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-05-02,2024-05-04,2024-05-06,Standard,2,2,Travel Agent,4923.12,0.0,NONE,19692.48,UPI,Cancelled,6.0,2024-05-17
110768,208,Customer_208,Individual,2022-04-19,Manali,Silver,26,Mango Courtyard,Mumbai,2,Budget,60,2024-11-04,2024-11-06,2024-11-09,Standard,1,3,Corporate Portal,3681.83,0.0,NONE,11045.49,Credit Card,Cancelled,4.0,2024-11-29
110783,111,Customer_111,Individual,2023-09-19,Jaipur,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-10-02,2024-12-01,2024-12-03,Suite,1,2,Direct Website,19533.79,0.0,NONE,39067.58,UPI,Cancelled,4.0,2024-12-11
111461,785,Customer_785,Individual,2023-03-30,Kochi,Silver,8,Royal Orchid,Goa,5,Luxury,120,2024-08-31,2024-09-15,2024-09-17,Deluxe,1,2,OTA,25903.95,0.0,NONE,51807.9,UPI,Cancelled,3.0,2024-09-21
111473,285,Customer_285,Individual,2023-12-02,Goa,None,39,Saffron Manor,Mumbai,4,Budget,120,2024-02-09,2024-03-20,2024-03-23,Suite,1,3,OTA,5238.53,3949.19,SAVE10,11766.4,Net Banking,Cancelled,4.0,2024-03-31
111544,24,Customer_24,Corporate,2023-09-02,Chennai,None,10,Lotus Manor,Manali,4,Mid-Range,150,2023-12-28,2024-01-04,2024-01-09,Standard,1,5,Direct Website,4241.37,0.0,NONE,21206.85,Net Banking,Cancelled,6.0,2024-01-16
111674,357,Customer_357,Corporate,2022-03-21,Delhi,None,31,Azure Residency,Udaipur,2,Premium,150,2024-09-09,2024-10-19,2024-10-21,Deluxe,1,2,Corporate Portal,17149.61,6370.35,SAVE10,27928.87,Credit Card,Cancelled,10.0,2024-10-30
111794,351,Customer_351,Corporate,2023-11-06,Manali,None,13,Tusker Palace,Goa,5,Mid-Range,80,2023-12-28,2024-02-26,2024-02-28,Deluxe,1,2,Corporate Portal,10199.68,0.0,NONE,20399.36,Debit Card,Cancelled,7.0,2024-03-06
111928,83,Customer_83,Individual,2022-04-16,Goa,Gold,37,Olive Lodge,Udaipur,3,Budget,40,2024-05-19,2024-05-21,2024-05-26,Standard,1,5,OTA,3142.65,0.0,NONE,15713.25,Debit Card,Cancelled,5.0,2024-06-06
111936,740,Customer_740,Corporate,2023-01-29,Goa,Platinum,23,Sapphire Retreat,Goa,2,Luxury,60,2024-08-17,2024-08-19,2024-08-26,Deluxe,1,7,Travel Agent,17634.91,0.0,NONE,123444.37,Credit Card,Cancelled,8.0,2024-09-13
